Cidade,UF,População,Possui Plano Municipal,População sem Água,População sem Esgoto,População sem coleta de lixo,Domicílios sujeitos à inundações
Arambaré,RS,3544,Em elaboração,0.21,--,0.07,0.01
Teresina de Goiás,GO,3538,Em elaboração,0.30,--,0.10,--
Santa Maria do Tocantins,TO,3537,Sim,0.40,--,0.40,--
São Sebastião do Umbuzeiro,PB,3534,Não,--,--,0.45,0.00
Jacutinga,RS,3532,Sim,0.29,--,0.29,0.00
Vale Verde,RS,3531,Sim,--,--,0.43,0.62
Barão de Antonina,SP,3525,Sim,0.22,0.37,0.00,0.00
Mombuca,SP,3523,Sim,0.00,0.02,0.05,0.01
Áurea,RS,3517,Sim,0.57,--,0.44,0.03
Senhora do Porto,MG,3516,Em elaboração,0.63,--,--,--
Queiroz,SP,3513,Sim,0.00,0.00,--,--
Romaria,MG,3507,Não,--,--,--,--
Taquaral de Goiás,GO,3506,Não,0.16,--,0.00,0.00
Bocaina do Sul,SC,3501,Sim,0.58,--,0.30,0.02
Fernandes Tourinho,MG,3500,Sim,0.49,0.34,0.14,--
Ibitiúra de Minas,MG,3497,Em elaboração,0.31,0.30,0.30,--
Trombas,GO,3497,Sim,0.04,--,0.36,0.00
Frei Lagonegro,MG,3496,Sim,--,--,0.81,0.00
Torixoréu,MT,3487,Em elaboração,0.22,--,--,--
Estrela do Indaiá,MG,3483,Não,0.30,0.48,0.21,0.00
Gurjão,PB,3477,Sim,0.20,--,--,--
Angico,TO,3475,Não,0.28,--,0.31,--
Mar Vermelho,AL,3474,Não,0.54,0.60,0.28,0.00
Bom Jesus do Sul,PR,3472,Em elaboração,0.52,--,0.75,0.03
Jari,RS,3472,Em elaboração,0.05,--,0.83,0.04
Maurilândia do Tocantins,TO,3470,Não,0.20,--,0.36,0.09
Palestina de Goiás,GO,3470,Sim,0.34,--,0.35,0.00
Jumirim,SP,3467,Sim,0.05,0.41,0.42,0.00
Major Gercino,SC,3465,Sim,0.65,--,0.33,0.06
Caxambu do Sul,SC,3462,Sim,0.20,--,0.51,0.00
Cromínia,GO,3458,Não,0.22,--,0.25,0.00
Itacurubi,RS,3456,Sim,0.02,--,0.66,0.02
União do Sul,MT,3455,Em elaboração,0.38,--,--,--
Araçu,GO,3450,Em elaboração,0.05,0.12,0.12,0.00
Hidrolina,GO,3450,Em elaboração,0.17,--,0.26,0.02
Coronel Xavier Chaves,MG,3448,Em elaboração,0.45,0.46,0.01,0.02
Sebastião Barros,PI,3434,Não,--,--,0.42,--
Zortéa,SC,3432,Sim,0.02,--,0.08,0.04
Divinésia,MG,3430,Sim,0.33,0.13,0.34,0.07
Ponte Alta do Norte,SC,3426,Não,0.04,--,0.12,0.04
Nova América da Colina,PR,3424,Sim,0.00,0.76,--,--
Ourizona,PR,3423,Em elaboração,0.00,--,0.12,0.01
Belmiro Braga,MG,3422,Sim,0.74,0.68,0.36,0.05
General Maynard,SE,3421,Não,0.38,--,0.12,0.02
Pajeú do Piauí,PI,3416,Em elaboração,0.28,--,0.58,0.00
Figueirópolis D'Oeste,MT,3411,Sim,--,--,0.47,--
Dois Lajeados,RS,3410,Em elaboração,0.52,--,0.52,0.00
Diamante do Sul,PR,3409,Sim,0.39,--,0.41,0.00
Turuçu,RS,3408,Não,0.22,--,0.34,0.00
Vila Flores,RS,3407,Sim,0.51,--,0.38,0.00
Bela Vista da Caroba,PR,3404,Sim,0.37,--,0.41,0.00
Campestre da Serra,RS,3402,Sim,0.77,0.73,0.62,0.00
Goiabeira,MG,3402,Sim,0.17,0.26,0.19,0.07
Salgado Filho,PR,3389,Sim,0.07,--,0.49,0.13
Pongaí,SP,3385,Sim,0.00,0.00,0.00,0.00
Castelândia,GO,3380,Em elaboração,0.02,--,0.08,0.00
Santa Rita de Ibitipoca,MG,3380,Sim,0.53,--,--,--
São Francisco,PB,3377,Não,0.56,0.70,0.47,--
Sandolândia,TO,3371,Sim,0.04,--,0.47,0.00
Santa Rita do Novo Destino,GO,3367,Em elaboração,--,--,--,--
Lamim,MG,3366,Sim,0.00,--,0.44,--
Santa Rosa da Serra,MG,3364,Não,0.38,--,0.39,--
Barreiras do Piauí,PI,3356,Não,0.24,--,0.42,0.00
São Félix de Minas,MG,3354,Sim,0.43,0.43,0.02,0.03
Nova Bréscia,RS,3345,Sim,0.53,--,0.55,0.00
Pequeri,MG,3340,Não,0.17,--,0.00,0.02
Colinas do Sul,GO,3339,Em elaboração,--,--,0.28,0.00
Itaóca,SP,3332,Sim,0.22,0.66,0.00,0.00
Nova Marilândia,MT,3332,Em elaboração,0.33,--,0.34,0.00
Chapada da Natividade,TO,3330,Não,0.49,--,--,--
Calmon,SC,3325,Sim,0.23,--,--,0.00
Ribeira,SP,3320,Sim,0.21,0.68,0.39,0.13
Pedra Mole,SE,3309,Não,0.01,--,0.55,0.00
Natalândia,MG,3306,Em elaboração,--,--,--,--
Damianópolis,GO,3302,Sim,0.42,--,0.20,0.00
Ivatuba,PR,3299,Sim,0.19,--,0.24,0.08
Pitangueiras,PR,3298,Em elaboração,0.08,--,0.10,0.00
Água Nova,RN,3293,Em elaboração,0.28,--,0.09,0.02
Esmeralda,RS,3291,Sim,0.33,--,0.00,0.00
Alegria,RS,3287,Sim,0.00,--,0.51,0.05
Paraíso,SC,3284,Sim,0.44,--,0.64,--
Bias Fortes,MG,3282,Sim,0.07,0.07,0.51,0.05
Paranapoema,PR,3277,Não,0.05,--,0.10,--
Buritinópolis,GO,3272,Não,0.41,--,0.11,0.00
Campos Borges,RS,3272,Não,0.43,--,0.43,0.00
Braga,RS,3271,Sim,0.38,0.97,0.38,0.02
Telha,SE,3271,Sim,0.03,--,0.60,0.04
Barra do Guarita,RS,3266,Sim,0.55,--,0.56,0.00
Uruana de Minas,MG,3256,Em elaboração,0.23,0.23,0.44,0.00
Estrela do Norte,GO,3253,Em elaboração,0.08,--,0.12,0.00
Santa Cecília do Pavão,PR,3253,Não,0.23,0.38,0.16,0.00
Alvinlândia,SP,3251,Em elaboração,0.02,0.04,0.11,0.00
Serra Alta,SC,3249,Sim,0.44,0.97,0.44,0.00
Jundiaí do Sul,PR,3248,Não,0.08,--,0.42,0.00
Bom Sucesso do Sul,PR,3244,Não,0.32,--,0.52,0.00
Bannach,PA,3239,Não,--,--,--,--
Emilianópolis,SP,3238,Não,0.07,0.08,0.14,0.00
Monte Alegre dos Campos,RS,3237,Em elaboração,0.61,0.95,0.62,0.00
Entre Rios,SC,3232,Não,0.69,0.96,0.69,0.32
Caseiros,RS,3228,Não,0.51,--,0.51,0.00
Charrua,RS,3228,Sim,--,--,--,--
São Martinho da Serra,RS,3228,Em elaboração,0.00,--,0.38,0.00
Salto do Céu,MT,3226,Sim,0.00,--,0.31,0.01
Anitápolis,SC,3223,Sim,0.49,--,0.38,0.12
Leandro Ferreira,MG,3222,Em elaboração,0.35,0.41,0.33,0.01
Nacip Raydan,MG,3221,Sim,0.46,--,--,--
São Valentim,RS,3220,Sim,0.52,--,0.38,0.00
Cajazeirinhas,PB,3217,Não,0.42,0.89,--,0.00
Vila Flor,RN,3217,Não,0.00,--,--,--
Chácara,MG,3216,Não,0.39,0.28,0.07,0.07
Francisco Macedo,PI,3216,Sim,0.26,--,0.33,0.05
Nantes,SP,3215,Sim,--,--,0.10,0.00
Rafael Godeiro,RN,3214,Em elaboração,0.26,--,0.37,0.01
Santa Bárbara do Monte Verde,MG,3212,Sim,--,--,--,--
Professor Jamil,GO,3211,Em elaboração,0.27,--,0.16,0.00
Nova Roma,GO,3208,Em elaboração,--,--,--,--
Santa Amélia,PR,3208,Não,0.00,--,0.06,0.02
Santa Tereza de Goiás,GO,3207,Sim,0.03,--,--,--
Faria Lemos,MG,3202,Em elaboração,0.33,--,--,--
Luzinópolis,TO,3200,Não,0.07,--,0.13,--
Porto Alegre do Tocantins,TO,3200,Em elaboração,0.31,--,0.32,0.00
Lajeado,TO,3199,Não,0.02,--,0.09,0.15
Rubiácea,SP,3195,Não,0.10,0.11,0.43,0.00
Triunfo Potiguar,RN,3195,Não,0.00,--,--,--
Novo Machado,RS,3191,Não,--,--,0.41,0.00
Rubinéia,SP,3191,Em elaboração,0.00,0.07,0.18,0.01
Muitos Capões,RS,3184,Sim,0.68,--,0.68,0.00
Atalanta,SC,3179,Sim,0.52,--,0.41,0.19
São Gonçalo do Rio Preto,MG,3178,Sim,0.34,0.34,0.35,0.01
Glaucilândia,MG,3177,Não,0.65,0.66,0.47,0.01
Antônio Almeida,PI,3175,Sim,0.02,-0.22,0.27,0.01
Ernestina,RS,3171,Não,0.05,--,0.46,--
Córrego Danta,MG,3168,Não,0.42,0.04,0.38,0.00
Santo Afonso,MT,3164,Em elaboração,0.00,0.89,--,0.00
Pedra Grande,RN,3163,Sim,0.04,--,--,--
Rio Bom,PR,3162,Sim,0.04,--,0.40,0.05
São Martinho,SC,3162,Em elaboração,0.69,--,0.31,0.00
Santo Expedito,SP,3159,Não,0.00,0.06,0.08,0.00
Mathias Lobato,MG,3157,Sim,0.25,--,0.00,--
Perolândia,GO,3156,Sim,0.36,--,0.19,0.00
Lidianópolis,PR,3155,Em elaboração,0.00,--,0.37,0.01
Onça de Pitangui,MG,3155,Não,0.52,0.43,0.38,0.00
Ibicaré,SC,3154,Sim,0.24,--,0.54,0.00
Jaguaraçu,MG,3151,Em elaboração,0.29,0.29,0.00,0.02
Caranaíba,MG,3150,Não,0.29,0.70,0.64,0.01
Prata do Piauí,PI,3149,Não,0.02,--,0.17,0.02
Itatiba do Sul,RS,3143,Sim,0.59,--,0.36,0.00
Jeriquara,SP,3143,Sim,0.00,0.00,0.18,0.03
Mato Rico,PR,3142,Sim,0.39,--,0.45,0.03
Fernando de Noronha,PE,3140,Não,0.00,0.37,0.00,0.03
Mormaço,RS,3139,Em elaboração,0.01,--,0.40,0.01
Porto Barreiro,PR,3133,Não,0.62,--,0.50,0.00
Comendador Gomes,MG,3128,Sim,0.53,0.49,0.49,0.00
Morro do Pilar,MG,3126,Em elaboração,0.24,--,0.24,0.05
Mira Estrela,SP,3125,Em elaboração,0.36,0.37,0.00,0.00
Vale de São Domingos,MT,3124,Sim,--,--,--,--
Inajá,PR,3122,Não,0.00,--,0.08,0.00
São Domingos,PB,3119,Não,0.65,--,--,0.00
Passagem,RN,3114,Não,0.29,--,0.33,0.00
Serra da Raiz,PB,3114,Sim,0.23,--,0.00,0.00
Pedrinhas Paulista,SP,3109,Em elaboração,0.03,0.03,0.16,0.00
Cascalho Rico,MG,3108,Em elaboração,0.38,0.66,0.03,0.01
São Salvador do Tocantins,TO,3106,Sim,0.10,--,0.45,0.00
Bom Jesus,SC,3104,Sim,0.39,--,0.00,--
Imigrante,RS,3103,Sim,0.50,--,0.50,0.00
Tenório,PB,3103,Em elaboração,--,--,0.47,0.00
Marapoama,SP,3097,Em elaboração,0.00,0.00,0.16,0.00
Coronel Pacheco,MG,3095,Não,0.28,0.28,0.28,0.02
Taparuba,MG,3093,Sim,0.55,0.55,0.42,0.43
São Domingos do Sul,RS,3091,Sim,0.00,--,0.40,0.00
Colorado,RS,3088,Sim,0.48,--,0.03,0.00
Magda,SP,3086,Sim,0.03,0.04,0.17,0.00
Vera Mendes,PI,3082,Não,0.00,--,0.35,0.02
Fernando Pedroza,RN,3081,Em elaboração,0.00,--,--,--
Taquaruçu do Sul,RS,3081,Sim,0.61,--,0.61,0.00
Tio Hugo,RS,3078,Sim,0.00,--,0.30,0.00
São Gonçalo do Gurguéia,PI,3071,Não,--,--,0.57,0.00
Pinto Bandeira,RS,3068,Sim,0.55,--,0.05,0.00
Nova Belém,MG,3067,Não,0.59,0.59,0.64,0.00
Figueirão,MS,3066,Sim,0.48,0.95,0.48,0.00
Araguaiana,MT,3064,Em elaboração,0.18,--,0.32,0.01
Urutaí,GO,3056,Não,0.27,--,--,--
Ouro Velho,PB,3052,Não,0.30,0.00,0.30,0.00
Vitória das Missões,RS,3052,Não,0.00,--,0.81,0.00
Westfália,RS,3046,Sim,0.00,--,0.60,0.00
Santo Hipólito,MG,3044,Em elaboração,0.36,--,0.31,0.12
Alto Feliz,RS,3043,Sim,0.15,--,0.49,0.00
Sítio d'Abadia,GO,3040,Em elaboração,0.65,--,0.65,0.00
São Sebastião da Vargem Alegre,MG,3039,Sim,0.43,0.47,0.43,0.06
Corumbataí do Sul,PR,3038,Sim,0.00,0.20,0.08,0.00
Piraquê,TO,3038,Sim,0.52,--,0.74,0.00
São Miguel do Fidalgo,PI,3037,Não,--,--,0.37,0.21
Bento de Abreu,SP,3028,Sim,0.07,0.07,0.09,0.01
Chapadão do Lageado,SC,3025,Sim,0.84,--,--,0.00
Herveiras,RS,3019,Em elaboração,0.34,--,0.44,0.04
Albertina,MG,3015,Não,--,--,--,--
Novo Santo Antônio,PI,3014,Não,--,--,--,--
Cerro Negro,SC,3013,Não,0.55,--,--,--
Amorinópolis,GO,3011,Em elaboração,0.32,--,0.40,0.00
Ibituruna,MG,3003,Sim,0.13,0.13,0.13,0.06
João Costa,PI,3003,Não,0.11,0.40,0.63,0.01
Aurilândia,GO,3000,Sim,0.13,--,--,--
Maripá de Minas,MG,3000,Sim,0.21,0.30,0.11,0.00
Presidente Kubitschek,MG,3000,Sim,0.31,0.31,0.00,0.00
Farol,PR,2995,Sim,0.15,--,0.42,0.00
Dom Viçoso,MG,2992,Não,0.00,0.30,0.50,0.00
Dilermando de Aguiar,RS,2991,Sim,0.68,--,0.36,0.00
Glória D'Oeste,MT,2990,Não,--,--,0.10,0.00
Frei Martinho,PB,2989,Não,0.20,0.34,0.33,0.00
Fortuna de Minas,MG,2986,Não,--,--,0.01,--
Iomerê,SC,2979,Sim,0.49,--,--,0.02
Erebango,RS,2978,Sim,0.34,--,0.00,0.00
Cafeara,PR,2973,Sim,0.01,--,--,--
Presidente Lucena,RS,2972,Sim,0.00,--,0.00,0.00
Arroio do Padre,RS,2966,Sim,0.69,--,0.49,0.00
Centenário,TO,2966,Sim,0.22,--,0.34,0.00
Mampituba,RS,2965,Sim,0.06,--,0.66,0.00
Cristianópolis,GO,2962,Em elaboração,0.13,--,0.16,0.00
Leoberto Leal,SC,2960,Sim,0.63,--,0.76,0.10
Pedra do Anta,MG,2960,Sim,0.32,0.35,0.35,0.00
Dona Francisca,RS,2958,Sim,0.35,--,0.00,0.04
Arapuã,PR,2951,Sim,0.27,--,0.63,0.00
Princesa,SC,2950,Sim,0.49,--,--,--
São Pedro do Butiá,RS,2950,Sim,0.00,--,0.49,0.01
Santa Mercedes,SP,2947,Sim,0.00,0.10,0.13,0.00
Damolândia,GO,2944,Em elaboração,0.19,--,0.21,0.00
Mato Grosso,PB,2944,Não,0.49,--,--,--
Lagoa Bonita do Sul,RS,2939,Sim,0.86,--,0.86,0.00
Nova Iguaçu de Goiás,GO,2939,Sim,0.27,--,--,0.00
Tamboril do Piauí,PI,2939,Sim,--,--,--,--
Vila Nova do Piauí,PI,2935,Não,0.00,--,0.80,0.12
Ângulo,PR,2931,Em elaboração,0.10,--,0.06,0.00
Santa Tereza do Tocantins,TO,2928,Não,0.04,--,0.36,0.00
Castanheiras,RO,2923,Não,0.77,--,0.77,--
São Félix do Piauí,PI,2923,Não,0.01,--,0.49,0.00
Serra Grande,PB,2921,Não,0.00,0.83,0.40,0.00
Brejo Alegre,SP,2911,Sim,0.07,0.24,0.18,0.00
Planalto Alegre,SC,2907,Sim,0.28,0.38,0.60,0.00
Galinhos,RN,2903,Não,--,--,--,--
Pindoba,AL,2903,Em elaboração,0.57,--,0.43,0.12
Rancho Queimado,SC,2897,Sim,0.44,0.71,0.50,0.09
Cruzmaltina,PR,2892,Não,0.19,--,--,--
Ipiranga de Goiás,GO,2892,Não,0.54,--,0.55,0.00
Morrinhos do Sul,RS,2891,Sim,0.12,--,0.31,0.00
Floreal,SP,2884,Em elaboração,0.03,0.04,0.10,0.00
Morro Grande,SC,2884,Sim,--,--,0.48,0.00
Sulina,PR,2880,Sim,0.25,--,0.59,--
Rio dos Bois,TO,2879,Não,0.04,--,0.41,--
Sede Nova,RS,2875,Sim,0.47,--,0.47,0.00
Lagoinha do Piauí,PI,2870,Sim,--,--,0.41,0.00
Várzea,PB,2870,Não,0.12,0.30,0.27,0.00
Desterro do Melo,MG,2867,Em elaboração,0.52,0.54,0.54,0.00
Centenário,RS,2865,Sim,0.58,--,0.68,0.00
Vista Gaúcha,RS,2858,Sim,0.65,--,0.65,0.00
Garruchos,RS,2851,Não,0.02,--,0.78,0.01
Godoy Moreira,PR,2850,Sim,0.14,--,0.27,0.00
Esperança do Sul,RS,2846,Sim,0.00,--,0.74,0.00
Jaupaci,GO,2843,Em elaboração,0.17,--,--,--
Cristal do Sul,RS,2840,Sim,--,--,0.67,0.05
Victor Graeff,RS,2840,Sim,0.58,--,0.58,0.00
Camacho,MG,2839,Em elaboração,0.50,--,0.30,0.00
Arapuá,MG,2836,Não,0.25,0.25,0.25,0.00
Novo Itacolomi,PR,2836,Sim,0.06,--,0.43,0.00
Talismã,TO,2831,Sim,0.15,0.56,0.47,0.00
Três Ranchos,GO,2830,Em elaboração,0.10,--,0.00,0.00
Olímpio Noronha,MG,2829,Não,0.11,0.11,0.00,0.00
Uirapuru,GO,2829,Em elaboração,0.48,--,0.50,0.00
São José do Mantimento,MG,2821,Sim,0.46,0.44,0.04,0.01
Cumari,GO,2820,Não,0.14,--,--,--
Taquaral,SP,2815,Sim,0.00,0.00,0.04,0.00
Conceição das Pedras,MG,2814,Em elaboração,0.00,0.00,0.11,0.00
São Francisco,SP,2813,Em elaboração,0.06,0.08,0.11,0.04
São Jorge,RS,2808,Não,0.48,--,0.48,0.00
Indiavaí,MT,2806,Em elaboração,--,--,--,--
Cândido Rodrigues,SP,2805,Sim,0.01,0.02,0.04,0.00
Francisco Dantas,RN,2801,Em elaboração,0.26,--,--,--
Porto Estrela,MT,2794,Em elaboração,0.24,--,--,--
Quevedos,RS,2793,Sim,0.00,--,0.43,--
São Bonifácio,SC,2791,Sim,0.68,--,0.00,0.00
Ingaí,MG,2785,Não,0.42,0.38,0.38,0.00
Tupiratins,TO,2785,Sim,0.07,--,0.49,0.00
Zacarias,SP,2784,Sim,0.13,0.14,0.21,0.01
Santa Cruz de Goiás,GO,2782,Não,0.66,--,0.78,0.00
Barra do Jacaré,PR,2781,Sim,0.04,--,0.32,0.00
Tanque do Piauí,PI,2781,Em elaboração,--,--,0.38,0.00
Arantina,MG,2779,Sim,0.15,0.07,0.07,0.05
Gabriel Monteiro,SP,2776,Sim,0.00,0.00,0.17,0.00
Novo Brasil,GO,2775,Em elaboração,0.24,--,0.35,0.00
Anahy,PR,2774,Sim,0.00,--,0.00,0.00
Estrela do Norte,SP,2774,Não,0.02,0.03,0.21,0.00
Boa Vista do Sul,RS,2773,Sim,0.00,--,0.46,0.00
Mateiros,TO,2773,Em elaboração,0.36,--,0.36,0.00
Israelândia,GO,2772,Em elaboração,0.18,--,0.22,0.00
Capitão,RS,2770,Sim,0.00,0.87,0.57,0.00
Novo Santo Antônio,MT,2769,Não,0.00,--,0.33,0.00
Novo Jardim,TO,2768,Não,0.03,--,0.01,0.00
Senador Salgado Filho,RS,2761,Sim,0.00,--,0.35,0.00
Reserva do Cabaçal,MT,2754,Sim,0.27,--,--,--
Toropi,RS,2753,Em elaboração,0.15,--,0.56,0.04
Camargo,RS,2750,Sim,0.00,--,0.30,0.06
Fagundes Varela,RS,2750,Sim,0.47,--,0.00,0.00
Pugmil,TO,2746,Sim,0.06,--,0.09,0.00
São João da Mata,MG,2743,Em elaboração,0.02,0.02,0.36,0.13
Pinhal de São Bento,PR,2742,Sim,0.54,--,0.56,0.00
Salvador das Missões,RS,2734,Em elaboração,0.00,--,0.38,0.00
Peritiba,SC,2733,Sim,0.21,--,0.27,0.01
Lagoa de Velhos,RN,2732,Em elaboração,0.00,--,0.63,0.00
São Valério do Sul,RS,2732,Não,0.00,--,0.45,0.00
Coxilha,RS,2731,Sim,0.00,--,0.38,0.00
Porto Alegre do Piauí,PI,2728,Sim,0.00,0.35,0.30,0.00
Vista Alegre,RS,2726,Não,0.55,--,0.58,0.02
Entre Rios do Sul,RS,2724,Não,0.31,--,0.12,0.00
Cachoeira Dourada,MG,2720,Em elaboração,0.11,0.12,0.11,0.00
Piau,MG,2719,Não,--,--,--,--
Derrubadas,RS,2718,Sim,0.72,--,0.63,0.00
Jacuizinho,RS,2718,Sim,0.59,--,0.45,0.00
Carrapateira,PB,2714,Não,0.14,--,--,0.03
Borebi,SP,2713,Sim,0.01,0.01,0.13,0.06
Maratá,RS,2713,Sim,0.00,0.00,0.70,0.00
Belmonte,SC,2712,Sim,0.41,--,0.52,0.00
Galvão,SC,2711,Sim,0.08,0.87,0.30,0.15
Celso Ramos,SC,2709,Sim,0.42,--,0.67,0.00
Flórida,PR,2709,Não,0.09,0.13,0.09,0.00
Marmelópolis,MG,2701,Em elaboração,0.01,0.30,0.06,0.00
Itaúna do Sul,PR,2700,Sim,0.00,--,0.29,0.00
Santa Cruz do Xingu,MT,2700,Não,--,--,0.28,0.00
Santana do Seridó,RN,2699,Em elaboração,0.28,0.35,0.07,0.06
Lastro,PB,2698,Em elaboração,0.34,--,0.53,0.00
Primavera de Rondônia,RO,2697,Não,--,--,0.64,--
Córrego Novo,MG,2688,Em elaboração,0.28,0.00,0.14,--
São Bento do Norte,RN,2687,Não,0.00,--,--,--
Argirita,MG,2681,Não,0.12,0.12,0.21,0.01
Nova Candelária,RS,2677,Sim,0.00,--,0.74,0.02
Palmeira,SC,2673,Não,0.42,--,--,--
Carmésia,MG,2660,Em elaboração,0.27,0.47,0.16,--
Alagoa,MG,2657,Não,--,--,--,--
Chiador,MG,2657,Não,--,--,0.39,0.00
João Dias,RN,2653,Em elaboração,0.78,--,0.55,0.00
São Luis do Piauí,PI,2648,Não,0.58,--,0.55,0.00
Timburi,SP,2647,Sim,0.20,0.23,0.07,0.00
São Domingos do Cariri,PB,2645,Em elaboração,0.22,0.66,0.57,0.00
Três Forquilhas,RS,2643,Sim,0.11,--,0.00,0.00
Joca Claudino,PB,2640,Não,0.60,--,0.68,0.00
Planalto da Serra,MT,2637,Sim,--,--,0.25,0.00
Florínia,SP,2631,Em elaboração,0.00,0.02,0.09,0.00
Alto Paraíso,PR,2630,Sim,0.00,0.71,--,--
Rio Doce,MG,2630,Sim,0.01,0.01,0.04,0.01
Boa Vista do Incra,RS,2628,Sim,0.00,--,0.70,0.00
Carmolândia,TO,2627,Sim,0.12,--,0.21,0.00
Lutécia,SP,2623,Em elaboração,0.03,0.05,0.20,0.00
Uniflor,PR,2623,Sim,0.11,--,0.01,0.00
Simão Pereira,MG,2621,Sim,0.00,0.00,0.00,0.10
Três Arroios,RS,2620,Sim,0.00,--,0.33,0.09
Bandeirante,SC,2618,Sim,0.46,--,0.54,--
Fortaleza do Tabocão,TO,2615,Não,0.19,--,0.19,0.00
Santo Antônio do Caiuá,PR,2611,Não,0.00,--,0.22,0.00
Abreulândia,TO,2609,Não,0.38,--,0.38,0.00
Taboleiro Grande,RN,2606,Sim,0.10,--,0.19,0.00
Oscar Bressane,SP,2603,Em elaboração,0.11,0.12,0.10,0.00
Rancho Alegre D'Oeste,PR,2602,Sim,0.00,--,0.19,0.00
Sagrada Família,RS,2601,Em elaboração,--,--,--,--
Jardim de Angicos,RN,2600,Não,0.32,--,0.83,0.00
Saldanha Marinho,RS,2596,Sim,0.32,--,0.23,0.00
Santa Margarida do Sul,RS,2593,Não,0.77,--,0.46,0.00
Panamá,GO,2590,Em elaboração,0.24,--,0.24,0.00
Algodão de Jandaíra,PB,2588,Não,1.00,--,0.48,0.00
Bom Jesus,PB,2588,Sim,0.22,--,0.59,0.10
Umburatiba,MG,2582,Sim,0.19,0.33,0.11,0.07
Pinhal,RS,2581,Sim,0.00,0.78,0.00,0.01
Sem-Peixe,MG,2579,Sim,--,--,--,--
Pontes Gestal,SP,2576,Não,0.00,0.00,0.00,0.00
Mimoso de Goiás,GO,2575,Não,0.51,0.51,--,--
Rio dos Índios,RS,2571,Não,0.79,--,0.45,0.00
Lajeado do Bugre,RS,2569,Não,--,--,0.59,0.13
Barra Funda,RS,2563,Sim,0.00,--,0.02,0.07
Nova Pádua,RS,2563,Não,0.00,--,0.41,0.00
Floresta do Piauí,PI,2561,Não,--,--,--,--
Coronel Martins,SC,2560,Sim,0.59,--,0.72,0.00
Pedra Dourada,MG,2559,Sim,0.41,0.41,0.41,0.07
São João das Duas Pontes,SP,2555,Em elaboração,0.00,0.01,0.07,0.00
Porto Rico,PR,2554,Em elaboração,0.00,0.00,0.30,0.03
Aroeiras do Itaim,PI,2551,Em elaboração,--,--,0.20,--
Pedro Laurentino,PI,2551,Não,0.66,--,0.39,--
Mato Castelhano,RS,2543,Sim,0.00,--,0.41,0.00
Wenceslau Braz,MG,2543,Em elaboração,0.56,--,0.74,--
São João do Polêsine,RS,2535,Sim,0.46,0.66,0.13,0.05
Abdon Batista,SC,2534,Sim,0.00,0.73,0.50,0.00
Santa Terezinha do Tocantins,TO,2530,Não,0.05,--,0.36,0.09
Brasilândia do Sul,PR,2521,Sim,0.00,--,0.23,0.00
Coronel Barros,RS,2521,Em elaboração,0.00,--,0.28,0.00
Dom Pedro de Alcântara,RS,2520,Em elaboração,0.09,--,0.36,0.05
Adelândia,GO,2515,Em elaboração,0.09,--,0.68,0.00
Monte Belo do Sul,RS,2514,Sim,0.00,--,0.71,0.00
Curral Velho,PB,2508,Não,--,--,0.44,--
Jesúpolis,GO,2497,Sim,0.19,--,0.20,0.00
Santo André,PB,2496,Não,0.60,--,0.67,0.00
Santana do Garambéu,MG,2494,Não,0.00,0.26,0.26,0.00
São José das Missões,RS,2491,Não,0.00,--,0.52,0.00
Cássia dos Coqueiros,SP,2488,Sim,0.08,0.16,0.00,0.00
Rio Rufino,SC,2484,Sim,0.50,--,0.40,0.10
Biquinhas,MG,2482,Não,0.34,--,0.38,0.00
Formosa do Sul,SC,2481,Sim,0.38,--,0.58,0.00
Diorama,GO,2477,Não,0.37,--,0.71,0.00
Olho D'Água do Piauí,PI,2477,Sim,0.00,0.99,0.35,0.00
Santa Rita d'Oeste,SP,2476,Em elaboração,0.27,0.30,0.27,0.00
Aparecida do Rio Doce,GO,2474,Sim,0.18,0.18,0.60,0.00
Pedranópolis,SP,2468,Sim,0.18,0.20,0.23,0.00
Capão Alto,SC,2467,Sim,0.43,0.39,0.39,0.07
Boa Vista do Cadeado,RS,2466,Sim,0.01,--,0.80,0.00
Colinas,RS,2466,Sim,0.00,--,0.27,0.01
Buriti de Goiás,GO,2464,Sim,0.30,--,0.00,0.00
São José do Sul,RS,2464,Sim,0.02,--,0.35,0.01
Arenópolis,GO,2462,Em elaboração,0.30,--,0.41,0.00
São Miguel da Baixa Grande,PI,2456,Sim,0.00,0.36,0.00,0.00
Passagem,PB,2453,Não,0.28,--,--,--
Urupema,SC,2453,Sim,0.22,--,0.50,0.00
Arapeí,SP,2452,Não,0.03,0.22,0.00,0.01
Óleo,SP,2447,Sim,0.06,0.19,0.00,0.00
Embaúba,SP,2446,Em elaboração,--,--,0.00,0.00
Manfrinópolis,PR,2442,Sim,0.55,--,0.59,0.00
Matos Costa,SC,2442,Sim,0.26,--,--,0.00
Ribeirãozinho,MT,2439,Em elaboração,0.30,0.30,0.29,0.00
Boa Esperança do Iguaçu,PR,2437,Sim,0.43,--,0.66,0.08
Torre de Pedra,SP,2432,Sim,0.00,0.35,0.13,0.00
Sagres,SP,2427,Em elaboração,0.09,0.13,0.00,0.00
Timbaúba dos Batistas,RN,2427,Em elaboração,0.00,--,--,--
Pedra Preta,RN,2419,Não,0.42,--,--,--
Morro da Garça,MG,2413,Sim,0.47,0.43,0.18,0.00
Itaporã do Tocantins,TO,2412,Sim,0.10,--,0.36,0.00
